user_id,abstract_words,count,ranking
26f4a88c3dce1922dd48900e56090b3a,election,7,4
26f4a88c3dce1922dd48900e56090b3a,setting,7,5
26f4a88c3dce1922dd48900e56090b3a,research,6,6
26f4a88c3dce1922dd48900e56090b3a,social,6,7
26f4a88c3dce1922dd48900e56090b3a,prices,5,8
26f4a88c3dce1922dd48900e56090b3a,based,4,9
26f4a88c3dce1922dd48900e56090b3a,participants,4,10
26f66a2d7ebec015f89e1f3f7474383d,word,8,1
26f66a2d7ebec015f89e1f3f7474383d,training,7,2
26f66a2d7ebec015f89e1f3f7474383d,effect,7,3
26f66a2d7ebec015f89e1f3f7474383d,reviews,6,4
26f66a2d7ebec015f89e1f3f7474383d,systematic,6,5
26f66a2d7ebec015f89e1f3f7474383d,cancer,6,6
26f66a2d7ebec015f89e1f3f7474383d,signatures,6,7
26f66a2d7ebec015f89e1f3f7474383d,functioning,5,8
26f66a2d7ebec015f89e1f3f7474383d,results,5,9
26f66a2d7ebec015f89e1f3f7474383d,data,5,10
271121a0f3e85d69afb3dba9fc35ec17,networks,28,1
271121a0f3e85d69afb3dba9fc35ec17,network,16,2
271121a0f3e85d69afb3dba9fc35ec17,complex,10,3
271121a0f3e85d69afb3dba9fc35ec17,data,9,4
271121a0f3e85d69afb3dba9fc35ec17,nodes,8,5
271121a0f3e85d69afb3dba9fc35ec17,links,7,6
271121a0f3e85d69afb3dba9fc35ec17,phase,7,7
271121a0f3e85d69afb3dba9fc35ec17,world,7,8
271121a0f3e85d69afb3dba9fc35ec17,attacks,6,9
271121a0f3e85d69afb3dba9fc35ec17,small,5,10
27215f8a74db8b3133d75f55664b917b,research,16,1
27215f8a74db8b3133d75f55664b917b,government,11,2
27215f8a74db8b3133d75f55664b917b,ppgis,10,3
27215f8a74db8b3133d75f55664b917b,information,9,4
27215f8a74db8b3133d75f55664b917b,article,7,5
27215f8a74db8b3133d75f55664b917b,geographic,7,6
27215f8a74db8b3133d75f55664b917b,public,6,7
27215f8a74db8b3133d75f55664b917b,planning,6,8
27215f8a74db8b3133d75f55664b917b,technology,6,9
27215f8a74db8b3133d75f55664b917b,participation,5,10
2721948d7bfe0a64aeeaee6a298bce10,cancer,15,1
2721948d7bfe0a64aeeaee6a298bce10,gene,10,2
2721948d7bfe0a64aeeaee6a298bce10,expression,7,3
2721948d7bfe0a64aeeaee6a298bce10,data,6,4
2721948d7bfe0a64aeeaee6a298bce10,sets,6,5
2721948d7bfe0a64aeeaee6a298bce10,transcriptional,5,6
2721948d7bfe0a64aeeaee6a298bce10,method,5,7
2721948d7bfe0a64aeeaee6a298bce10,common,4,8
2721948d7bfe0a64aeeaee6a298bce10,microarray,4,9
2721948d7bfe0a64aeeaee6a298bce10,independent,4,10
2729dbc98757467a99f5025602364a1a,smoke,30,1
2729dbc98757467a99f5025602364a1a,cigarette,30,2
2729dbc98757467a99f5025602364a1a,cells,30,3
2729dbc98757467a99f5025602364a1a,smoking,29,4
2729dbc98757467a99f5025602364a1a,exposure,27,5
2729dbc98757467a99f5025602364a1a,activity,24,6
2729dbc98757467a99f5025602364a1a,induced,21,7
2729dbc98757467a99f5025602364a1a,cse,18,8
2729dbc98757467a99f5025602364a1a,effects,18,9
2729dbc98757467a99f5025602364a1a,mice,17,10
272a776f8ab09951d1fe1d2511427ecc,network,7,1
272a776f8ab09951d1fe1d2511427ecc,networks,5,2
272a776f8ab09951d1fe1d2511427ecc,edge,4,3
272a776f8ab09951d1fe1d2511427ecc,based,4,4
272a776f8ab09951d1fe1d2511427ecc,lead,3,5
272a776f8ab09951d1fe1d2511427ecc,study,3,6
272a776f8ab09951d1fe1d2511427ecc,spurious,3,7
272a776f8ab09951d1fe1d2511427ecc,node,3,8
272a776f8ab09951d1fe1d2511427ecc,evolution,3,9
272a776f8ab09951d1fe1d2511427ecc,large,2,10
273b1ebf67f02a88228f02ad0e4aba10,type,108,1
273b1ebf67f02a88228f02ad0e4aba10,language,77,2
273b1ebf67f02a88228f02ad0e4aba10,program,77,3
273b1ebf67f02a88228f02ad0e4aba10,analysis,62,4
273b1ebf67f02a88228f02ad0e4aba10,systems,61,5
273b1ebf67f02a88228f02ad0e4aba10,types,58,6
273b1ebf67f02a88228f02ad0e4aba10,calculus,56,7
273b1ebf67f02a88228f02ad0e4aba10,paper,56,8
273b1ebf67f02a88228f02ad0e4aba10,system,52,9
273b1ebf67f02a88228f02ad0e4aba10,based,52,10
273d88be2ca0852e2d9b2be756ce9b65,osteoblasts,5,1
273d88be2ca0852e2d9b2be756ce9b65,role,5,2
273d88be2ca0852e2d9b2be756ce9b65,stem,5,3
273d88be2ca0852e2d9b2be756ce9b65,cell,4,4
273d88be2ca0852e2d9b2be756ce9b65,hsc,3,5
273d88be2ca0852e2d9b2be756ce9b65,observations,3,6
273d88be2ca0852e2d9b2be756ce9b65,hematopoietic,3,7
273d88be2ca0852e2d9b2be756ce9b65,osteoblast,3,8
273d88be2ca0852e2d9b2be756ce9b65,central,3,9
273d88be2ca0852e2d9b2be756ce9b65,survival,2,10
273df80c4007366113a06719fad67f7d,gene,28,1
273df80c4007366113a06719fad67f7d,genes,24,2
273df80c4007366113a06719fad67f7d,genome,18,3
273df80c4007366113a06719fad67f7d,maize,17,4
273df80c4007366113a06719fad67f7d,expression,13,5
273df80c4007366113a06719fad67f7d,loss,10,6
273df80c4007366113a06719fad67f7d,genomes,10,7
273df80c4007366113a06719fad67f7d,copy,9,8
273df80c4007366113a06719fad67f7d,complexity,9,9
273df80c4007366113a06719fad67f7d,data,9,10
2747a4c4e83c007bc9c9f271e89747ce,data,192,1
2747a4c4e83c007bc9c9f271e89747ce,web,116,2
2747a4c4e83c007bc9c9f271e89747ce,workflow,97,3
2747a4c4e83c007bc9c9f271e89747ce,services,88,4
2747a4c4e83c007bc9c9f271e89747ce,analysis,83,5
2747a4c4e83c007bc9c9f271e89747ce,systems,62,6
2747a4c4e83c007bc9c9f271e89747ce,workflows,61,7
2747a4c4e83c007bc9c9f271e89747ce,genome,53,8
2747a4c4e83c007bc9c9f271e89747ce,bioinformatics,52,9
2747a4c4e83c007bc9c9f271e89747ce,based,52,10
27834240786f5d02b21d6cd58dad3f9a,expression,68,1
27834240786f5d02b21d6cd58dad3f9a,genes,50,2
27834240786f5d02b21d6cd58dad3f9a,flowering,44,3
27834240786f5d02b21d6cd58dad3f9a,ga,43,4
27834240786f5d02b21d6cd58dad3f9a,gene,40,5
27834240786f5d02b21d6cd58dad3f9a,arabidopsis,34,6
27834240786f5d02b21d6cd58dad3f9a,plants,29,7
27834240786f5d02b21d6cd58dad3f9a,della,26,8
27834240786f5d02b21d6cd58dad3f9a,growth,23,9
27834240786f5d02b21d6cd58dad3f9a,floral,22,10
279cc34eaea1c43c7d0c01bd56a0fb93,quantum,69,1
279cc34eaea1c43c7d0c01bd56a0fb93,qubits,21,2
279cc34eaea1c43c7d0c01bd56a0fb93,mechanical,19,3
279cc34eaea1c43c7d0c01bd56a0fb93,field,18,4
279cc34eaea1c43c7d0c01bd56a0fb93,state,16,5
279cc34eaea1c43c7d0c01bd56a0fb93,states,15,6
279cc34eaea1c43c7d0c01bd56a0fb93,superconducting,12,7
279cc34eaea1c43c7d0c01bd56a0fb93,nuclear,12,8
279cc34eaea1c43c7d0c01bd56a0fb93,theory,10,9
279cc34eaea1c43c7d0c01bd56a0fb93,systems,10,10
27cc5906aea1593d8b2f10d1d7d8a14c,hiv,18,1
27cc5906aea1593d8b2f10d1d7d8a14c,infection,12,2
27cc5906aea1593d8b2f10d1d7d8a14c,infected,9,3
27cc5906aea1593d8b2f10d1d7d8a14c,persons,9,4
27cc5906aea1593d8b2f10d1d7d8a14c,rate,7,5
27cc5906aea1593d8b2f10d1d7d8a14c,ratio,7,6
27cc5906aea1593d8b2f10d1d7d8a14c,nadc,7,7
27cc5906aea1593d8b2f10d1d7d8a14c,unrelated,6,8
27cc5906aea1593d8b2f10d1d7d8a14c,cells,5,9
27cc5906aea1593d8b2f10d1d7d8a14c,cancers,5,10
27ebfdcf59672cdf82d2966067e09875,data,36,1
27ebfdcf59672cdf82d2966067e09875,de,27,2
27ebfdcf59672cdf82d2966067e09875,des,22,3
27ebfdcf59672cdf82d2966067e09875,statistical,17,4
27ebfdcf59672cdf82d2966067e09875,analysis,17,5
27ebfdcf59672cdf82d2966067e09875,es,15,6
27ebfdcf59672cdf82d2966067e09875,les,14,7
27ebfdcf59672cdf82d2966067e09875,methods,11,8
27ebfdcf59672cdf82d2966067e09875,bayesian,11,9
27ebfdcf59672cdf82d2966067e09875,graphs,10,10
28077a8e98adcce77f8ae9b906e7fcc8,scaling,6,1
28077a8e98adcce77f8ae9b906e7fcc8,financial,3,2
28077a8e98adcce77f8ae9b906e7fcc8,interactions,3,3
28077a8e98adcce77f8ae9b906e7fcc8,market,2,4
28077a8e98adcce77f8ae9b906e7fcc8,similar,2,5
28077a8e98adcce77f8ae9b906e7fcc8,hypothesis,2,6
28077a8e98adcce77f8ae9b906e7fcc8,participants,2,7
28077a8e98adcce77f8ae9b906e7fcc8,model,2,8
28077a8e98adcce77f8ae9b906e7fcc8,news,2,9
28077a8e98adcce77f8ae9b906e7fcc8,prices,2,10
286464c15dd0180e6d02b035cbde9e31,entity,45,1
286464c15dd0180e6d02b035cbde9e31,named,38,2
286464c15dd0180e6d02b035cbde9e31,system,31,3
286464c15dd0180e6d02b035cbde9e31,data,29,4
286464c15dd0180e6d02b035cbde9e31,information,29,5
286464c15dd0180e6d02b035cbde9e31,extraction,28,6
286464c15dd0180e6d02b035cbde9e31,text,28,7
286464c15dd0180e6d02b035cbde9e31,based,26,8
286464c15dd0180e6d02b035cbde9e31,web,25,9
286464c15dd0180e6d02b035cbde9e31,recognition,25,10
2865e49d2efd15a766c98add029dee43,web,17,1
2865e49d2efd15a766c98add029dee43,data,7,2
2865e49d2efd15a766c98add029dee43,applications,6,3
2865e49d2efd15a766c98add029dee43,technologies,6,4
2865e49d2efd15a766c98add029dee43,services,4,5
2865e49d2efd15a766c98add029dee43,semantic,4,6
2865e49d2efd15a766c98add029dee43,information,4,7
2865e49d2efd15a766c98add029dee43,issues,4,8
2865e49d2efd15a766c98add029dee43,systems,3,9
2865e49d2efd15a766c98add029dee43,public,3,10
286a0debcb7418e2e4121e63800e0a3b,water,22,1
286a0debcb7418e2e4121e63800e0a3b,urea,21,2
286a0debcb7418e2e4121e63800e0a3b,dna,14,3
286a0debcb7418e2e4121e63800e0a3b,structure,13,4
286a0debcb7418e2e4121e63800e0a3b,conduction,12,5
286a0debcb7418e2e4121e63800e0a3b,protein,10,6
286a0debcb7418e2e4121e63800e0a3b,band,9,7
286a0debcb7418e2e4121e63800e0a3b,acid,8,8
286a0debcb7418e2e4121e63800e0a3b,bands,8,9
286a0debcb7418e2e4121e63800e0a3b,simulations,7,10
288366937f3a0f4f75b0844b8fce42ce,reputation,2,1
288366937f3a0f4f75b0844b8fce42ce,selection,2,2
288366937f3a0f4f75b0844b8fce42ce,target,2,3
288366937f3a0f4f75b0844b8fce42ce,level,2,4
288366937f3a0f4f75b0844b8fce42ce,information,2,5
288366937f3a0f4f75b0844b8fce42ce,partner,2,6
288366937f3a0f4f75b0844b8fce42ce,system,2,7
288366937f3a0f4f75b0844b8fce42ce,average,1,8
288366937f3a0f4f75b0844b8fce42ce,link,1,9
288366937f3a0f4f75b0844b8fce42ce,transmits,1,10
28873623cba8646d21b60c19a41957f4,slow,14,1
28873623cba8646d21b60c19a41957f4,stimulation,13,2
28873623cba8646d21b60c19a41957f4,brain,13,3
28873623cba8646d21b60c19a41957f4,coil,12,4
28873623cba8646d21b60c19a41957f4,tms,12,5
28873623cba8646d21b60c19a41957f4,waves,11,6
28873623cba8646d21b60c19a41957f4,magnetic,8,7
28873623cba8646d21b60c19a41957f4,conditions,8,8
28873623cba8646d21b60c19a41957f4,sleep,8,9
28873623cba8646d21b60c19a41957f4,cortical,7,10
28875409fcdeadbce7567a1fe755120c,web,56,1
28875409fcdeadbce7567a1fe755120c,social,43,2
28875409fcdeadbce7567a1fe755120c,knowledge,40,3
28875409fcdeadbce7567a1fe755120c,systems,38,4
28875409fcdeadbce7567a1fe755120c,users,35,5
28875409fcdeadbce7567a1fe755120c,semantic,34,6
28875409fcdeadbce7567a1fe755120c,tagging,32,7
28875409fcdeadbce7567a1fe755120c,communities,31,8
28875409fcdeadbce7567a1fe755120c,community,30,9
28875409fcdeadbce7567a1fe755120c,information,30,10
2889cfc5c28143a1bf98c24a5c77325f,social,14,1
2889cfc5c28143a1bf98c24a5c77325f,theory,12,2
2889cfc5c28143a1bf98c24a5c77325f,cognitive,11,3
2889cfc5c28143a1bf98c24a5c77325f,language,10,4
2889cfc5c28143a1bf98c24a5c77325f,human,9,5
2889cfc5c28143a1bf98c24a5c77325f,studies,8,6
2889cfc5c28143a1bf98c24a5c77325f,conscious,8,7
2889cfc5c28143a1bf98c24a5c77325f,creativity,8,8
2889cfc5c28143a1bf98c24a5c77325f,research,8,9
2889cfc5c28143a1bf98c24a5c77325f,science,7,10
28964a4ee60f5f99ded959a63190d562,protein,21,1
28964a4ee60f5f99ded959a63190d562,proteins,19,2
28964a4ee60f5f99ded959a63190d562,structure,16,3
28964a4ee60f5f99ded959a63190d562,detergent,16,4
28964a4ee60f5f99ded959a63190d562,spin,14,5
28964a4ee60f5f99ded959a63190d562,membrane,13,6
28964a4ee60f5f99ded959a63190d562,fold,13,7
28964a4ee60f5f99ded959a63190d562,distances,10,8
28964a4ee60f5f99ded959a63190d562,global,10,9
28964a4ee60f5f99ded959a63190d562,nmr,10,10
289ba6ae3dafde50519c9c51087eddfd,data,62,1
289ba6ae3dafde50519c9c51087eddfd,systems,62,2
289ba6ae3dafde50519c9c51087eddfd,web,61,3
289ba6ae3dafde50519c9c51087eddfd,knowledge,51,4
289ba6ae3dafde50519c9c51087eddfd,system,50,5
289ba6ae3dafde50519c9c51087eddfd,agent,47,6
289ba6ae3dafde50519c9c51087eddfd,information,42,7
289ba6ae3dafde50519c9c51087eddfd,semantic,41,8
289ba6ae3dafde50519c9c51087eddfd,based,41,9
289ba6ae3dafde50519c9c51087eddfd,paper,40,10
28ad1c274f0caf48e838c803ebf48b7d,data,105,1
28ad1c274f0caf48e838c803ebf48b7d,journals,68,2
28ad1c274f0caf48e838c803ebf48b7d,research,67,3
28ad1c274f0caf48e838c803ebf48b7d,articles,63,4
28ad1c274f0caf48e838c803ebf48b7d,scientific,55,5
28ad1c274f0caf48e838c803ebf48b7d,science,50,6
28ad1c274f0caf48e838c803ebf48b7d,journal,49,7
28ad1c274f0caf48e838c803ebf48b7d,oa,45,8
28ad1c274f0caf48e838c803ebf48b7d,citation,41,9
28ad1c274f0caf48e838c803ebf48b7d,information,38,10
28b201d57309e8e24a76c4c65011f7b6,model,59,1
28b201d57309e8e24a76c4c65011f7b6,models,31,2
28b201d57309e8e24a76c4c65011f7b6,based,19,3
28b201d57309e8e24a76c4c65011f7b6,method,17,4
28b201d57309e8e24a76c4c65011f7b6,sensitivity,16,5
28b201d57309e8e24a76c4c65011f7b6,analysis,16,6
28b201d57309e8e24a76c4c65011f7b6,data,15,7
28b201d57309e8e24a76c4c65011f7b6,evaluation,13,8
28b201d57309e8e24a76c4c65011f7b6,systems,11,9
28b201d57309e8e24a76c4c65011f7b6,series,11,10
28d45efda8e13e815a3f41b673e9fd1e,protein,280,1
28d45efda8e13e815a3f41b673e9fd1e,structure,205,2
28d45efda8e13e815a3f41b673e9fd1e,proteins,174,3
28d45efda8e13e815a3f41b673e9fd1e,nmr,164,4
28d45efda8e13e815a3f41b673e9fd1e,data,138,5
28d45efda8e13e815a3f41b673e9fd1e,structures,89,6
28d45efda8e13e815a3f41b673e9fd1e,analysis,85,7
28d45efda8e13e815a3f41b673e9fd1e,binding,81,8
28d45efda8e13e815a3f41b673e9fd1e,residues,67,9
28d45efda8e13e815a3f41b673e9fd1e,interactions,65,10
28d82eb4e01e3e036d6b0b3b68397911,species,10,1
28d82eb4e01e3e036d6b0b3b68397911,populations,5,2
28d82eb4e01e3e036d6b0b3b68397911,tribes,4,3
28d82eb4e01e3e036d6b0b3b68397911,temperature,3,4
28d82eb4e01e3e036d6b0b3b68397911,change,3,5
28d82eb4e01e3e036d6b0b3b68397911,sensu,3,6
28d82eb4e01e3e036d6b0b3b68397911,global,3,7
28d82eb4e01e3e036d6b0b3b68397911,rapid,3,8
28d82eb4e01e3e036d6b0b3b68397911,anthropogenic,3,9
28d82eb4e01e3e036d6b0b3b68397911,conventional,3,10
293d06c666decb8c245765a06e619da9,feature,30,1
293d06c666decb8c245765a06e619da9,software,29,2
293d06c666decb8c245765a06e619da9,systems,27,3
293d06c666decb8c245765a06e619da9,interactions,23,4
293d06c666decb8c245765a06e619da9,features,20,5
293d06c666decb8c245765a06e619da9,problem,20,6
293d06c666decb8c245765a06e619da9,system,19,7
293d06c666decb8c245765a06e619da9,approach,18,8
293d06c666decb8c245765a06e619da9,interaction,14,9
293d06c666decb8c245765a06e619da9,design,13,10
29437d8fa1da3103135faced001cf003,protein,439,1
29437d8fa1da3103135faced001cf003,sequence,372,2
29437d8fa1da3103135faced001cf003,data,335,3
29437d8fa1da3103135faced001cf003,analysis,270,4
29437d8fa1da3103135faced001cf003,gene,243,5
29437d8fa1da3103135faced001cf003,sequences,240,6
29437d8fa1da3103135faced001cf003,functional,235,7
29437d8fa1da3103135faced001cf003,sequencing,234,8
29437d8fa1da3103135faced001cf003,microbial,232,9
29437d8fa1da3103135faced001cf003,proteins,227,10
295b77e922ab6cc61dc00e8fbf2adb32,sequencing,64,1
295b77e922ab6cc61dc00e8fbf2adb32,genome,55,2
295b77e922ab6cc61dc00e8fbf2adb32,data,44,3
295b77e922ab6cc61dc00e8fbf2adb32,variants,30,4
295b77e922ab6cc61dc00e8fbf2adb32,read,23,5
295b77e922ab6cc61dc00e8fbf2adb32,high,22,6
295b77e922ab6cc61dc00e8fbf2adb32,analysis,22,7
295b77e922ab6cc61dc00e8fbf2adb32,human,22,8
295b77e922ab6cc61dc00e8fbf2adb32,genes,21,9
295b77e922ab6cc61dc00e8fbf2adb32,gene,20,10
29a76ac2b5c7e7a37737f9908e36afe3,ischen,1,1
29a76ac2b5c7e7a37737f9908e36afe3,hig,1,2
29a76ac2b5c7e7a37737f9908e36afe3,ist,1,3
29a76ac2b5c7e7a37737f9908e36afe3,hochschulraum,1,4
29a76ac2b5c7e7a37737f9908e36afe3,mittel,1,5
29a76ac2b5c7e7a37737f9908e36afe3,positionieren,1,6
29a76ac2b5c7e7a37737f9908e36afe3,zu,1,7
29a76ac2b5c7e7a37737f9908e36afe3,um,1,8
29a76ac2b5c7e7a37737f9908e36afe3,die,1,9
29a76ac2b5c7e7a37737f9908e36afe3,im,1,10
29aa3afc70498256736dff77f5db2db2,cells,9,1
29aa3afc70498256736dff77f5db2db2,channel,8,2
29aa3afc70498256736dff77f5db2db2,trp,8,3
29aa3afc70498256736dff77f5db2db2,channels,8,4
29aa3afc70498256736dff77f5db2db2,protein,7,5
29aa3afc70498256736dff77f5db2db2,receptor,7,6
29aa3afc70498256736dff77f5db2db2,pain,7,7
29aa3afc70498256736dff77f5db2db2,nicotinic,6,8
29aa3afc70498256736dff77f5db2db2,ion,5,9
29aa3afc70498256736dff77f5db2db2,ngf,5,10
29ae112d1ca239e078899cbee55ec787,knowledge,80,1
29ae112d1ca239e078899cbee55ec787,information,18,2
29ae112d1ca239e078899cbee55ec787,organizational,17,3
29ae112d1ca239e078899cbee55ec787,social,16,4
29ae112d1ca239e078899cbee55ec787,knowing,12,5
29ae112d1ca239e078899cbee55ec787,management,12,6
29ae112d1ca239e078899cbee55ec787,cities,11,7
29ae112d1ca239e078899cbee55ec787,sharing,11,8
29ae112d1ca239e078899cbee55ec787,km,8,9
29ae112d1ca239e078899cbee55ec787,work,8,10
29b4b740584f48cb3d807f5f9b678a2c,market,6,1
29b4b740584f48cb3d807f5f9b678a2c,economies,5,2
29b4b740584f48cb3d807f5f9b678a2c,trade,5,3
29b4b740584f48cb3d807f5f9b678a2c,stocks,4,4
29b4b740584f48cb3d807f5f9b678a2c,higher,4,5
29b4b740584f48cb3d807f5f9b678a2c,fascination,4,6
29b4b740584f48cb3d807f5f9b678a2c,rise,4,7
29b4b740584f48cb3d807f5f9b678a2c,simple,3,8
29b4b740584f48cb3d807f5f9b678a2c,long,3,9
29b4b740584f48cb3d807f5f9b678a2c,increasing,3,10
29bbc8a0f50ef53ef82e739a11cf4871,microrna,6,1
29bbc8a0f50ef53ef82e739a11cf4871,mirna,6,2
29bbc8a0f50ef53ef82e739a11cf4871,mirnas,5,3
29bbc8a0f50ef53ef82e739a11cf4871,targets,4,4
29bbc8a0f50ef53ef82e739a11cf4871,innovation,3,5
29bbc8a0f50ef53ef82e739a11cf4871,mammals,3,6
29bbc8a0f50ef53ef82e739a11cf4871,vertebrates,3,7
29bbc8a0f50ef53ef82e739a11cf4871,identified,3,8
29bbc8a0f50ef53ef82e739a11cf4871,regulatory,3,9
29bbc8a0f50ef53ef82e739a11cf4871,mrnas,3,10
29c2c18322f702ce7d3acb3084539b65,video,13,1
29c2c18322f702ce7d3acb3084539b65,systems,10,2
29c2c18322f702ce7d3acb3084539b65,system,9,3
29c2c18322f702ce7d3acb3084539b65,sports,9,4
29c2c18322f702ce7d3acb3084539b65,users,8,5
29c2c18322f702ce7d3acb3084539b65,computing,7,6
29c2c18322f702ce7d3acb3084539b65,mobile,7,7
29c2c18322f702ce7d3acb3084539b65,based,6,8
29c2c18322f702ce7d3acb3084539b65,support,6,9
29c2c18322f702ce7d3acb3084539b65,framework,6,10
29da895a04349a512f748746746e6549,low,11,1
29da895a04349a512f748746746e6549,frequency,9,2
29da895a04349a512f748746746e6549,association,6,3
29da895a04349a512f748746746e6549,common,6,4
29da895a04349a512f748746746e6549,studies,5,5
29da895a04349a512f748746746e6549,variation,5,6
29da895a04349a512f748746746e6549,alleles,5,7
29da895a04349a512f748746746e6549,pilot,5,8
29da895a04349a512f748746746e6549,data,4,9
29da895a04349a512f748746746e6549,maf,4,10
29e11a210907a1cff3ddea290543bb41,text,18,1
29e11a210907a1cff3ddea290543bb41,students,16,2
29e11a210907a1cff3ddea290543bb41,online,9,3
29e11a210907a1cff3ddea290543bb41,knowledge,8,4
29e11a210907a1cff3ddea290543bb41,understanding,7,5
29e11a210907a1cff3ddea290543bb41,solving,6,6
29e11a210907a1cff3ddea290543bb41,asynchronous,6,7
29e11a210907a1cff3ddea290543bb41,face,6,8
29e11a210907a1cff3ddea290543bb41,interaction,6,9
29e11a210907a1cff3ddea290543bb41,discussion,5,10
29edbe446cf4a741f7ca66944b68f29c,dna,63,1
29edbe446cf4a741f7ca66944b68f29c,lspr,26,2
29edbe446cf4a741f7ca66944b68f29c,surface,22,3
29edbe446cf4a741f7ca66944b68f29c,nm,19,4
29edbe446cf4a741f7ca66944b68f29c,single,18,5
29edbe446cf4a741f7ca66944b68f29c,structures,17,6
29edbe446cf4a741f7ca66944b68f29c,response,16,7
29edbe446cf4a741f7ca66944b68f29c,assembly,15,8
29edbe446cf4a741f7ca66944b68f29c,high,14,9
29edbe446cf4a741f7ca66944b68f29c,protein,14,10
29fd4ed83103bea24fbc3817388aa434,brain,11,1
29fd4ed83103bea24fbc3817388aa434,activity,11,2
29fd4ed83103bea24fbc3817388aa434,arrays,11,3
29fd4ed83103bea24fbc3817388aa434,electrode,9,4
29fd4ed83103bea24fbc3817388aa434,tissue,8,5
29fd4ed83103bea24fbc3817388aa434,neuronal,7,6
29fd4ed83103bea24fbc3817388aa434,neural,7,7
29fd4ed83103bea24fbc3817388aa434,implanted,7,8
29fd4ed83103bea24fbc3817388aa434,algorithms,6,9
29fd4ed83103bea24fbc3817388aa434,movement,6,10
2a0ffbeb8abdc71d37dcc34b3d1c608a,recognition,7,1
2a0ffbeb8abdc71d37dcc34b3d1c608a,book,4,2
2a0ffbeb8abdc71d37dcc34b3d1c608a,hegel,3,3
2a0ffbeb8abdc71d37dcc34b3d1c608a,theory,3,4
2a0ffbeb8abdc71d37dcc34b3d1c608a,organized,3,5
2a0ffbeb8abdc71d37dcc34b3d1c608a,identity,3,6
2a0ffbeb8abdc71d37dcc34b3d1c608a,modern,3,7
2a0ffbeb8abdc71d37dcc34b3d1c608a,crime,3,8
2a0ffbeb8abdc71d37dcc34b3d1c608a,history,2,9
2a0ffbeb8abdc71d37dcc34b3d1c608a,alternative,2,10
2a4d865eca082810acf66348386e80db,cohesive,41,1
2a4d865eca082810acf66348386e80db,model,26,2
2a4d865eca082810acf66348386e80db,finite,24,3
2a4d865eca082810acf66348386e80db,models,23,4
2a4d865eca082810acf66348386e80db,interface,22,5
2a4d865eca082810acf66348386e80db,crack,22,6
2a4d865eca082810acf66348386e80db,energy,21,7
2a4d865eca082810acf66348386e80db,element,20,8
2a4d865eca082810acf66348386e80db,zone,19,9
2a4d865eca082810acf66348386e80db,based,17,10
2a9898da1c62e9fa8033f9d70d3525fe,online,12,1
2a9898da1c62e9fa8033f9d70d3525fe,game,6,2
2a9898da1c62e9fa8033f9d70d3525fe,real,5,3
2a9898da1c62e9fa8033f9d70d3525fe,fuel,5,4
2a9898da1c62e9fa8033f9d70d3525fe,traffic,5,5
2a9898da1c62e9fa8033f9d70d3525fe,zoo,5,6
2a9898da1c62e9fa8033f9d70d3525fe,nature,5,7
2a9898da1c62e9fa8033f9d70d3525fe,study,4,8
2a9898da1c62e9fa8033f9d70d3525fe,games,4,9
2a9898da1c62e9fa8033f9d70d3525fe,time,4,10
2ab284fd6ad8b55586cfb3b00ff5a22e,children,14,1
2ab284fd6ad8b55586cfb3b00ff5a22e,autism,13,2
2ab284fd6ad8b55586cfb3b00ff5a22e,magnocellular,11,3
2ab284fd6ad8b55586cfb3b00ff5a22e,dyslexia,11,4
2ab284fd6ad8b55586cfb3b00ff5a22e,phonological,10,5
2ab284fd6ad8b55586cfb3b00ff5a22e,deficit,10,6
2ab284fd6ad8b55586cfb3b00ff5a22e,theory,9,7
2ab284fd6ad8b55586cfb3b00ff5a22e,processing,9,8
2ab284fd6ad8b55586cfb3b00ff5a22e,auditory,8,9
2ab284fd6ad8b55586cfb3b00ff5a22e,tasks,8,10
2ab9d498cbcce08994a8a6ee5ff8b464,variation,28,1
2ab9d498cbcce08994a8a6ee5ff8b464,hapmap,28,2
2ab9d498cbcce08994a8a6ee5ff8b464,snps,27,3
2ab9d498cbcce08994a8a6ee5ff8b464,human,25,4
2ab9d498cbcce08994a8a6ee5ff8b464,data,24,5
2ab9d498cbcce08994a8a6ee5ff8b464,populations,23,6
2ab9d498cbcce08994a8a6ee5ff8b464,genome,21,7
2ab9d498cbcce08994a8a6ee5ff8b464,genes,21,8
2ab9d498cbcce08994a8a6ee5ff8b464,genetic,20,9
2ab9d498cbcce08994a8a6ee5ff8b464,selection,17,10
2ae9ccf42c3af856aadfd33d1dba9783,data,11,1
2ae9ccf42c3af856aadfd33d1dba9783,economic,9,2
2ae9ccf42c3af856aadfd33d1dba9783,response,7,3
2ae9ccf42c3af856aadfd33d1dba9783,survey,7,4
2ae9ccf42c3af856aadfd33d1dba9783,nonresponse,7,5
2ae9ccf42c3af856aadfd33d1dba9783,models,6,6
2ae9ccf42c3af856aadfd33d1dba9783,bias,6,7
2ae9ccf42c3af856aadfd33d1dba9783,vote,5,8
2ae9ccf42c3af856aadfd33d1dba9783,theory,5,9
2ae9ccf42c3af856aadfd33d1dba9783,studies,5,10
2af882891a55cf5b636de902705fb599,needle,12,1
2af882891a55cf5b636de902705fb599,contact,6,2
2af882891a55cf5b636de902705fb599,haptic,6,3
2af882891a55cf5b636de902705fb599,system,6,4
2af882891a55cf5b636de902705fb599,tissue,6,5
